httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,jsonPayload.message,jsonPayload.verifications.app,jsonPayload.verifications.auth,"'labels.""deployment-callable""",labels.execution_id,"'labels.""firebase-functions-hash""","'labels.""firebase-log-type""","'labels.""goog-drz-cloudfunctions-id""","'labels.""goog-drz-cloudfunctions-location""","'labels.""goog-managed-by""",labels.instanceId,"'labels.""run.googleapis.com/base_image_versions""",labels.scaling_reason,logName,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.permissionType,protoPayload.authorizationInfo.resource,protoPayload.authorizationInfo.resourceAttributes,protoPayload.methodName,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes.auth,protoPayload.requestMetadata.requestAttributes.time,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,"'protoPayload.response.@type",protoPayload.response.apiVersion,protoPayload.response.kind,"'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/maxScale""","'protoPayload.response.metadata.annotations.""cloudfunctions.googleapis.com/function-id""","'protoPayload.response.metadata.annotations.""cloudfunctions.googleapis.com/trigger-type""","'protoPayload.response.metadata.annotations.""run.googleapis.com/base-images""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-base-image""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-enable-automatic-updates""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-environment-variables""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-function-target""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-image-uri""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-name""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-service-account""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-source-location""","'protoPayload.response.metadata.annotations.""run.googleapis.com/client-name""","'protoPayload.response.metadata.annotations.""run.googleapis.com/custom-audiences""","'protoPayload.response.metadata.annotations.""run.googleapis.com/ingress""","'protoPayload.response.metadata.annotations.""run.googleapis.com/ingress-status""","'protoPayload.response.metadata.annotations.""run.googleapis.com/maxScale""","'protoPayload.response.metadata.annotations.""run.googleapis.com/operation-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.metadata.annotations.""run.googleapis.com/urls""","'protoPayload.response.metadata.annotations.""serving.knative.dev/creator""","'protoPayload.response.metadata.annotations.""serving.knative.dev/lastModifier""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.generation,"'protoPayload.response.metadata.labels.""cloud.googleapis.com/location""","'protoPayload.response.metadata.labels.""deployment-callable""","'protoPayload.response.metadata.labels.""firebase-functions-hash""","'protoPayload.response.metadata.labels.""goog-cloudfunctions-runtime""","'protoPayload.response.metadata.labels.""goog-drz-cloudfunctions-id""","'protoPayload.response.metadata.labels.""goog-drz-cloudfunctions-location""","'protoPayload.response.metadata.labels.""goog-managed-by""","'protoPayload.response.metadata.labels.""run.googleapis.com/startupProbeType""","'protoPayload.response.metadata.labels.""serving.knative.dev/configuration""","'protoPayload.response.metadata.labels.""serving.knative.dev/configurationGeneration""","'protoPayload.response.metadata.labels.""serving.knative.dev/route""","'protoPayload.response.metadata.labels.""serving.knative.dev/service""","'protoPayload.response.metadata.labels.""serving.knative.dev/serviceUid""",protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.ownerReferences,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.selfLink,protoPayload.response.metadata.uid,protoPayload.response.spec.containerConcurrency,protoPayload.response.spec.containers,protoPayload.response.spec.runtimeClassName,protoPayload.response.spec.serviceAccountName,"'protoPayload.response.spec.template.metadata.annotations.""autoscaling.knative.dev/maxScale""","'protoPayload.response.spec.template.metadata.annotations.""cloudfunctions.googleapis.com/trigger-type""","'protoPayload.response.spec.template.metadata.annotations.""run.googleapis.com/base-images""","'protoPayload.response.spec.template.metadata.annotations.""run.googleapis.com/client-name""","'protoPayload.response.spec.template.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.spec.template.metadata.labels.""deployment-callable""","'protoPayload.response.spec.template.metadata.labels.""firebase-functions-hash""","'protoPayload.response.spec.template.metadata.labels.""goog-drz-cloudfunctions-id""","'protoPayload.response.spec.template.metadata.labels.""goog-drz-cloudfunctions-location""","'protoPayload.response.spec.template.metadata.labels.""run.googleapis.com/startupProbeType""",protoPayload.response.spec.template.metadata.name,protoPayload.response.spec.template.spec.containerConcurrency,protoPayload.response.spec.template.spec.containers,protoPayload.response.spec.template.spec.runtimeClassName,protoPayload.response.spec.template.spec.serviceAccountName,protoPayload.response.spec.template.spec.timeoutSeconds,protoPayload.response.spec.timeoutSeconds,protoPayload.response.spec.traffic,protoPayload.response.status.address.url,protoPayload.response.status.conditions,protoPayload.response.status.containerStatuses,protoPayload.response.status.imageDigest,protoPayload.response.status.latestCreatedRevisionName,protoPayload.response.status.latestReadyRevisionName,protoPayload.response.status.logUrl,protoPayload.response.status.observedGeneration,protoPayload.response.status.traffic,protoPayload.response.status.url,protoPayload.serviceName,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,textPayload,timestamp,trace,traceSampled
,,,,,,,,,,,69514d4a00057c870f4cf9ec,,,,true,pw03g4jt4lx5,d9e64d42a016ed67abeaec67691dbdcf67b607e5,,createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20:nodejs20_20251207_20_19_5_RC00",,"'projects/courses-43ee6/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:31:22.365653141Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,,12001775880224236194,"'WARNING: No BillCode found in Bizappay response!
","'2025-12-28T15:31:22.359559Z",,
,,,,,,,,,,,69514d4a00057b2f895979fc,,,,true,pw03g4jt4lx5,d9e64d42a016ed67abeaec67691dbdcf67b607e5,,createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20:nodejs20_20251207_20_19_5_RC00",,"'projects/courses-43ee6/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:31:22.518161148Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,,12001775880224236194,"'Bizappay Response: {""status"":""ok"",""msg"":""Success"",""billCode"":""qS1fQ1QK9X"",""url"":""https://bizappay.my/qS1fQ1QK9X"",""extReference"":""FEgFk5eJKFPY1ep4YyTo""}
","'2025-12-28T15:31:22.359215Z",,
,,,,,,,,,,,69514d4a000027f8edb1b1ff,,,,true,pw03g4jt4lx5,d9e64d42a016ed67abeaec67691dbdcf67b607e5,,createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20:nodejs20_20251207_20_19_5_RC00",,"'projects/courses-43ee6/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:31:22.185563634Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,,12001775880224236194,"'2. Sending Request to Bizappay...
","'2025-12-28T15:31:22.010232Z",,
,,,,,,,,,,,69514d490002c4be6b771eb0,,,,true,pw03g4jt4lx5,d9e64d42a016ed67abeaec67691dbdcf67b607e5,,createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20:nodejs20_20251207_20_19_5_RC00",,"'projects/courses-43ee6/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:31:21.519003546Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,,12001775880224236194,"'1. Starting Bill Creation for: FEgFk5eJKFPY1ep4YyTo
","'2025-12-28T15:31:21.181438Z",,
,,,,,,,,,,,69514d490002c1a84ca51cb2,Callable request verification passed,MISSING,VALID,true,pw03g4jt4lx5,d9e64d42a016ed67abeaec67691dbdcf67b607e5,"'callable-request-verification",createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20:nodejs20_20251207_20_19_5_RC00",,"'projects/courses-43ee6/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:31:21.186718923Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,DEBUG,12001775880224236194,,"'2025-12-28T15:31:21.180648Z","'projects/courses-43ee6/traces/005b1c0cecf0c45cbf3ca8816c94b5f4",
1.308989993s,HTTP/1.1,http://192.168.0.108:3000/,2402:b400:41f3:d7b0:f524:ed11:d45:96d2,POST,1956,"'https://us-central1-courses-43ee6.cloudfunctions.net/createBizappayBill",254,2001:4860:4802:36::36,200,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",69514d4a00058613fa904a24,,,,true,,d9e64d42a016ed67abeaec67691dbdcf67b607e5,,createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,,,"'projects/courses-43ee6/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:31:22.462484029Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,INFO,a68edf932e9de2a2,,"'2025-12-28T15:31:21.051340Z","'projects/courses-43ee6/traces/005b1c0cecf0c45cbf3ca8816c94b5f4",
0.027888906s,HTTP/1.1,http://192.168.0.108:3000/,2402:b400:41f3:d7b0:f524:ed11:d45:96d2,OPTIONS,783,"'https://us-central1-courses-43ee6.cloudfunctions.net/createBizappayBill",262,2001:4860:4802:36::36,204,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",69514d48000c15c7ac90de8c,,,,true,,d9e64d42a016ed67abeaec67691dbdcf67b607e5,,createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,,,"'projects/courses-43ee6/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:31:20.797181403Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,INFO,a699ce7e0c87dd16,,"'2025-12-28T15:31:20.758009Z","'projects/courses-43ee6/traces/0249eb38d0777fa7bf3ca8816c94bc2b",true
,,,,,,,,,,,"'-at3xbqe10fqq",,,,,,,,,,,,,,"'projects/courses-43ee6/logs/cloudaudit.googleapis.com%2Fsystem_event",,,,,,,/InternalServices.ReplaceInternalService,,,,,"'namespaces/courses-43ee6/services/createbizappaybill",type.googleapis.com/google.cloud.run.v1.Service,serving.knative.dev/v1,Service,,createBizappayBill,,,"'us-central1-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20",true,"'{""GOOGLE_NODE_RUN_SCRIPTS"":""""}",createBizappayBill,,"'us-central1-docker.pkg.dev/courses-43ee6/gcf-artifacts/courses--43ee6__us--central1__create_bizappay_bill:version_1","'projects/913794600574/locations/us-central1/builds/88d728fd-8321-49a8-b27a-1759bad00733","'projects/courses-43ee6/serviceAccounts/913794600574-compute@developer.gserviceaccount.com","'gs://gcf-v2-sources-913794600574-us-central1/createBizappayBill/function-source.zip#1766935006353747","'cli-firebase","'[""https://us-central1-courses-43ee6.cloudfunctions.net/createBizappayBill""]",all,all,20,"'b5b4d144-5569-4020-86c9-516538cd39cc",,"'[""https://createbizappaybill-913794600574.us-central1.run.app"",""https://us-central1-courses-43ee6.cloudfunctions.net/createBizappayBill"",""https://createbizappaybill-2n7sc53hoa-uc.a.run.app""]","'service-913794600574@gcf-admin-robot.iam.gserviceaccount.com","'service-913794600574@gcf-admin-robot.iam.gserviceaccount.com","'2025-12-26T17:37:02.324779Z",28,"'us-central1",true,d9e64d42a016ed67abeaec67691dbdcf67b607e5,nodejs20,createbizappaybill,"'us-central1",cloudfunctions,,,,,,,createbizappaybill,913794600574,,AAZHBKBKbRE,/apis/serving.knative.dev/v1/namespaces/913794600574/services/createbizappaybill,"'807f43b9-545f-43f9-8c3f-abc7ca92eb09",,,,,20,HTTP_TRIGGER,"'{""worker"":""us-central1-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20""}","'cli-firebase",true,true,d9e64d42a016ed67abeaec67691dbdcf67b607e5,createbizappaybill,"'us-central1",Default,"'createbizappaybill-00028-keg",80,"'[{""name"":""worker"",""image"":""us-central1-docker.pkg.dev/courses-43ee6/gcf-artifacts/courses--43ee6__us--central1__create_bizappay_bill:version_1"",""ports"":[{""name"":""http1"",""containerPort"":8080}],""env"":[{""name"":""FIREBASE_CONFIG"",""value"":""{\""projectId\"":\""courses-43ee6\"",\""storageBucket\"":\""courses-43ee6.firebasestorage.app\""}""},{""name"":""GCLOUD_PROJECT"",""value"":""courses-43ee6""},{""name"":""EVENTARC_CLOUD_EVENT_SOURCE"",""value"":""projects/courses-43ee6/locations/us-central1/services/createBizappayBill""},{""name"":""FUNCTION_TARGET"",""value"":""createBizappayBill""},{""name"":""LOG_EXECUTION_ID"",""value"":""true""}],""resources"":{""limits"":{""cpu"":""1"",""memory"":""256Mi""}},""startupProbe"":{""timeoutSeconds"":240,""periodSeconds"":240,""failureThreshold"":1,""tcpSocket"":{""port"":8080}}}]","'run.googleapis.com/linux-base-image-update","'913794600574-compute@developer.gserviceaccount.com",60,,"'[{""percent"":100,""latestRevision"":true}]","'https://createbizappaybill-2n7sc53hoa-uc.a.run.app","'[{""type"":""Ready"",""status"":""True"",""lastTransitionTime"":""2025-12-28T15:17:34.937361Z""},{""type"":""ConfigurationsReady"",""status"":""True"",""lastTransitionTime"":""2025-12-28T15:17:30.265544Z""},{""type"":""RoutesReady"",""status"":""True"",""lastTransitionTime"":""2025-12-28T15:17:34.887124Z""}]",,,"'createbizappaybill-00028-keg","'createbizappaybill-00028-keg",,28,"'[{""revisionName"":""createbizappaybill-00028-keg"",""percent"":100,""latestRevision"":true}]","'https://createbizappaybill-2n7sc53hoa-uc.a.run.app",run.googleapis.com,Ready condition status changed to True for Service createbizappaybill.,,"'2025-12-28T15:17:35.624051644Z",,"'us-central1","'courses-43ee6",,createbizappaybill,cloud_run_revision,INFO,,,"'2025-12-28T15:17:34.955995Z",,
,,,,,,,,,,,xmohi9e12lpi,,,,,,,,,,,,,,"'projects/courses-43ee6/logs/cloudaudit.googleapis.com%2Fsystem_event",,,,,,,/InternalServices.ReplaceInternalService,,,,,"'namespaces/courses-43ee6/revisions/createbizappaybill-00028-keg",type.googleapis.com/google.cloud.run.v1.Revision,serving.knative.dev/v1,Revision,20,,HTTP_TRIGGER,"'{""worker"":""us-central1-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20""}",,,,"'{""worker"":""createBizappayBill""}","'{""worker"":""88d728fd-8321-49a8-b27a-1759bad00733""}",,,,"'{""worker"":""gs://gcf-v2-sources-913794600574-us-central1/createBizappayBill/function-source.zip#1766935006353747""}","'cli-firebase",,,,,"'b5b4d144-5569-4020-86c9-516538cd39cc",true,,"'service-913794600574@gcf-admin-robot.iam.gserviceaccount.com",,"'2025-12-28T15:17:28.274518Z",1,"'us-central1",true,d9e64d42a016ed67abeaec67691dbdcf67b607e5,nodejs20,createbizappaybill,"'us-central1",cloudfunctions,Default,createbizappaybill,28,createbizappaybill,createbizappaybill,"'807f43b9-545f-43f9-8c3f-abc7ca92eb09","'createbizappaybill-00028-keg",913794600574,"'[{""kind"":""Configuration"",""name"":""createbizappaybill"",""uid"":""c875fcbb-2c1a-49d8-a784-e76cc357f8ff"",""apiVersion"":""serving.knative.dev/v1"",""controller"":true,""blockOwnerDeletion"":true}]",AAZHBKA1HnY,"'/apis/serving.knative.dev/v1/namespaces/913794600574/revisions/createbizappaybill-00028-keg","'8c3abe72-c6f3-4ef7-b0ac-f9cd86cd6d38",80,"'[{""name"":""worker"",""image"":""us-central1-docker.pkg.dev/courses-43ee6/gcf-artifacts/courses--43ee6__us--central1__create_bizappay_bill@sha256:a0c82c6375674f0828a223c6e8805c896928389980de47c5e8da7f2662a3d16f"",""ports"":[{""name"":""http1"",""containerPort"":8080}],""env"":[{""name"":""FIREBASE_CONFIG"",""value"":""{\""projectId\"":\""courses-43ee6\"",\""storageBucket\"":\""courses-43ee6.firebasestorage.app\""}""},{""name"":""GCLOUD_PROJECT"",""value"":""courses-43ee6""},{""name"":""EVENTARC_CLOUD_EVENT_SOURCE"",""value"":""projects/courses-43ee6/locations/us-central1/services/createBizappayBill""},{""name"":""FUNCTION_TARGET"",""value"":""createBizappayBill""},{""name"":""LOG_EXECUTION_ID"",""value"":""true""}],""resources"":{""limits"":{""cpu"":""1"",""memory"":""256Mi""}},""startupProbe"":{""timeoutSeconds"":240,""periodSeconds"":240,""failureThreshold"":1,""tcpSocket"":{""port"":8080}}}]","'run.googleapis.com/linux-base-image-update","'913794600574-compute@developer.gserviceaccount.com",,,,,,,,,,,,,,,,,60,,,"'[{""type"":""Ready"",""status"":""True"",""message"":""Deploying revision succeeded in 5.27s."",""lastTransitionTime"":""2025-12-28T15:17:33.540982Z""},{""type"":""ContainerHealthy"",""status"":""True"",""message"":""Containers became healthy in 1.45s."",""lastTransitionTime"":""2025-12-28T15:17:33.479403Z""},{""type"":""ContainerReady"",""status"":""True"",""message"":""Container image import completed in 1.28s."",""lastTransitionTime"":""2025-12-28T15:17:30.144953Z""},{""type"":""ResourcesAvailable"",""status"":""True"",""message"":""Provisioning imported containers completed in 1.65s. Checking container health. This will wait for up to 4m for the configured startup probe, including an initial delay of 0s."",""lastTransitionTime"":""2025-12-28T15:17:31.799861Z""}]","'[{""name"":""worker"",""imageDigest"":""us-central1-docker.pkg.dev/courses-43ee6/gcf-artifacts/courses--43ee6__us--central1__create_bizappay_bill@sha256:a0c82c6375674f0828a223c6e8805c896928389980de47c5e8da7f2662a3d16f""}]","'us-central1-docker.pkg.dev/courses-43ee6/gcf-artifacts/courses--43ee6__us--central1__create_bizappay_bill@sha256:a0c82c6375674f0828a223c6e8805c896928389980de47c5e8da7f2662a3d16f",,,"'https://console.cloud.google.com/logs/viewer?project=courses-43ee6&resource=cloud_run_revision/service_name/createbizappaybill/revision_name/createbizappaybill-00028-keg&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22createbizappaybill%22%0Aresource.labels.revision_name%3D%22createbizappaybill-00028-keg%22",1,,,run.googleapis.com,"'Ready condition status changed to True for Revision createbizappaybill-00028-keg with message: Deploying revision succeeded in 5.27s.",,"'2025-12-28T15:17:34.965177403Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,INFO,,,"'2025-12-28T15:17:33.556265Z",,
,,,,,,,,,,,69514a0d000720e1fa99bf0b,,,,true,,d9e64d42a016ed67abeaec67691dbdcf67b607e5,,createbizappaybill,"'us-central1",cloudfunctions,0007e26d68ad065a7bf07a091fa3cd4070406260291072f29ab080f2fec325cb594f4ea4c060ddf8f97fdca317177ea8cc099a09c7e58e5e6e545f1894b1afe4f02eca05d1ec79e8652ad68215e18c,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/nodejs20:nodejs20_20251207_20_19_5_RC00",,"'projects/courses-43ee6/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-12-28T15:17:33.589620958Z",createbizappaybill,"'us-central1","'courses-43ee6","'createbizappaybill-00028-keg",createbizappaybill,cloud_run_revision,INFO,,"'Default STARTUP TCP probe succeeded after 1 attempt for container ""worker"" on port 8080.","'2025-12-28T15:17:33.467169Z",,
